#chr	start	end	startCpG	endCpG	target	region	lenCpG	bp	tg_mean	bg_mean	delta_means	delta_quants	delta_maxmin	ttest	direction	anno	gene
chr1	57046407	57046901	827303	827317	Thyroid-Ep	chr1:57046407-57046901	14CpGs	494bp	0.0881	0.925	0.837	0.627	0.5	2.75e-62	U	Intergenic	PPAP2B
chr13	115052291	115052573	19354289	19354297	Thyroid-Ep	chr13:115052291-115052573	8CpGs	282bp	0.0231	0.928	0.905	0.729	0.499	4.75e-63	U	intron	UPF3A
chr3	195709678	195709900	6036002	6036016	Thyroid-Ep	chr3:195709678-195709900	14CpGs	222bp	0.165	0.954	0.789	0.674	0.498	5.65e-110	U	intron	SDHAP1
chr13	53475567	53475831	18876910	18876924	Thyroid-Ep	chr13:53475567-53475831	14CpGs	264bp	0.0152	0.869	0.854	0.564	0.498	1.16e-34	U	Intergenic	PCDH8
chr18	8659857	8660135	23422768	23422787	Thyroid-Ep	chr18:8659857-8660135	19CpGs	278bp	0.0884	0.927	0.839	0.625	0.497	1.27e-57	U	Intergenic	RAB12
chr20	5433007	5433358	25145747	25145773	Thyroid-Ep	chr20:5433007-5433358	26CpGs	351bp	0.149	0.921	0.771	0.65	0.497	7.4e-73	U	Intergenic	LINC00658
chr9	138170740	138170805	14548805	14548810	Thyroid-Ep	chr9:138170740-138170805	5CpGs	65bp	0.0509	0.901	0.85	0.639	0.497	7.48e-53	U	Intergenic	C9orf62
chr10	12418948	12419526	14787381	14787386	Thyroid-Ep	chr10:12418948-12419526	5CpGs	578bp	0.0323	0.932	0.9	0.708	0.497	8.37e-58	U	intron	CAMK1D
chr8	19259855	19260247	12328939	12328945	Thyroid-Ep	chr8:19259855-19260247	6CpGs	392bp	0.126	0.938	0.813	0.651	0.497	4.43e-69	U	Intergenic	SH2D4A
chr10	64901823	64902958	15234671	15234682	Thyroid-Ep	chr10:64901823-64902958	11CpGs	1135bp	0.269	0.928	0.659	0.516	0.497	2.14e-65	U	intron	NRBF2
chr10	133560114	133560303	15930784	15930792	Thyroid-Ep	chr10:133560114-133560303	8CpGs	189bp	0.0211	0.902	0.88	0.658	0.496	6.43e-49	U	Intergenic	FLJ46300
chr15	41363111	41363492	20436076	20436084	Thyroid-Ep	chr15:41363111-41363492	8CpGs	381bp	0.328	0.947	0.619	0.551	0.495	2.25e-108	U	intron	INO80
chr6	159044831	159045276	10374957	10374971	Thyroid-Ep	chr6:159044831-159045276	14CpGs	445bp	0.0272	0.94	0.913	0.773	0.495	9.33e-82	U	intron	TMEM181
chr7	37264509	37264717	10936305	10936313	Thyroid-Ep	chr7:37264509-37264717	8CpGs	208bp	0.0231	0.905	0.882	0.637	0.495	2.03e-39	U	exon	ELMO1
chr9	101786601	101786692	14123731	14123737	Thyroid-Ep	chr9:101786601-101786692	6CpGs	91bp	0.068	0.897	0.829	0.592	0.495	3.47e-40	U	intron	COL15A1
chr9	135277024	135277490	14485042	14485047	Thyroid-Ep	chr9:135277024-135277490	5CpGs	466bp	0.185	0.951	0.766	0.613	0.494	6.61e-81	U	exon	TTF1
chr17	41335762	41336373	22755861	22755868	Thyroid-Ep	chr17:41335762-41336373	7CpGs	611bp	0.211	0.936	0.725	0.608	0.493	2.57e-78	U	intron	NBR1
chr19	16662079	16662426	24418546	24418554	Thyroid-Ep	chr19:16662079-16662426	8CpGs	347bp	0.145	0.912	0.767	0.591	0.492	2.25e-58	U	exon	SLC35E1
chr15	95700537	95701145	21010459	21010464	Thyroid-Ep	chr15:95700537-95701145	5CpGs	608bp	0.0346	0.875	0.841	0.548	0.492	1.32e-40	U	Intergenic	LOC400456
chr9	139134458	139134679	14573820	14573826	Thyroid-Ep	chr9:139134458-139134679	6CpGs	221bp	0.0922	0.879	0.786	0.586	0.492	1.49e-41	U	intron	QSOX2
chr16	27010120	27010304	21501821	21501826	Thyroid-Ep	chr16:27010120-27010304	5CpGs	184bp	0.0207	0.827	0.806	0.575	0.491	7.81e-34	U	Intergenic	C16orf82
chr17	26530648	26530881	22551536	22551544	Thyroid-Ep	chr17:26530648-26530881	8CpGs	233bp	0.112	0.92	0.808	0.649	0.49	3.61e-61	U	Intergenic	PYY2
chr10	134559939	134560048	15954923	15954928	Thyroid-Ep	chr10:134559939-134560048	5CpGs	109bp	0.0395	0.918	0.878	0.708	0.49	2.87e-63	U	intron	INPP5A
chr10	123691016	123691439	15800765	15800775	Thyroid-Ep	chr10:123691016-123691439	10CpGs	423bp	0.157	0.924	0.766	0.587	0.49	1.74e-62	U	Intergenic	ATE1
chr1	211929816	211930492	1906053	1906064	Thyroid-Ep	chr1:211929816-211930492	11CpGs	676bp	0.0953	0.935	0.84	0.604	0.49	2.32e-53	U	intron	LPGAT1
chr5	168875941	168876181	8875078	8875084	Thyroid-Ep	chr5:168875941-168876181	6CpGs	240bp	0.134	0.952	0.818	0.736	0.49	1.83e-84	U	Intergenic	SPDL1
chr15	33575377	33575480	20364347	20364353	Thyroid-Ep	chr15:33575377-33575480	6CpGs	103bp	0.033	0.939	0.906	0.749	0.49	2.19e-72	U	Intergenic	RYR3
chr6	18198800	18199378	9260722	9260730	Thyroid-Ep	chr6:18198800-18199378	8CpGs	578bp	0.0738	0.937	0.863	0.731	0.488	1.02e-83	U	intron	KDM1B
chr8	140815226	140815696	13283588	13283605	Thyroid-Ep	chr8:140815226-140815696	17CpGs	470bp	0.26	0.946	0.686	0.581	0.488	1.19e-87	U	intron	TRAPPC9
chr20	33903471	33903868	25389489	25389497	Thyroid-Ep	chr20:33903471-33903868	8CpGs	397bp	0.161	0.942	0.781	0.579	0.487	1.74e-74	U	intron	UQCC
chr16	51791490	51791897	21684653	21684659	Thyroid-Ep	chr16:51791490-51791897	6CpGs	407bp	0.0143	0.893	0.879	0.554	0.487	5.87e-35	U	Intergenic	C16orf97
chr1	39455264	39455471	632600	632607	Thyroid-Ep	chr1:39455264-39455471	7CpGs	207bp	0.181	0.943	0.762	0.589	0.487	6e-68	U	Intergenic	AKIRIN1
chr8	12859969	12860362	12273899	12273905	Thyroid-Ep	chr8:12859969-12860362	6CpGs	393bp	0.0827	0.901	0.819	0.585	0.486	7.8e-39	U	intron	KIAA1456
chr8	133881917	133882091	13224913	13224920	Thyroid-Ep	chr8:133881917-133882091	7CpGs	174bp	0.0137	0.884	0.87	0.599	0.486	3.5e-45	U	exon	TG
chr12	120716544	120717033	18333358	18333379	Thyroid-Ep	chr12:120716544-120717033	21CpGs	489bp	0.15	0.919	0.769	0.607	0.486	7.27e-58	U	Intergenic	SIRT4
chr2	26854285	26854460	2571614	2571620	Thyroid-Ep	chr2:26854285-26854460	6CpGs	175bp	0.0324	0.909	0.877	0.732	0.486	2.48e-58	U	intron	CIB4
chr16	81700605	81701009	22009153	22009164	Thyroid-Ep	chr16:81700605-81701009	11CpGs	404bp	0.157	0.927	0.77	0.581	0.485	3.62e-61	U	TTS,exon	LOC100129617
chr2	27550212	27550532	2583263	2583277	Thyroid-Ep	chr2:27550212-27550532	14CpGs	320bp	0.334	0.955	0.621	0.519	0.485	7.98e-101	U	intron	GTF3C2
chr3	12547959	12548065	4561982	4561987	Thyroid-Ep	chr3:12547959-12548065	5CpGs	106bp	0.201	0.942	0.741	0.581	0.484	1.96e-71	U	intron	TSEN2
chr10	79600936	79601670	15379932	15379947	Thyroid-Ep	chr10:79600936-79601670	15CpGs	734bp	0.142	0.944	0.802	0.721	0.484	3.1e-82	U	exon,intron	DLG5
chr16	30026699	30026730	21554799	21554805	Thyroid-Ep	chr16:30026699-30026730	6CpGs	31bp	0.259	0.953	0.694	0.594	0.484	6.24e-98	U	Intergenic	DOC2A
chr9	138170623	138170680	14548799	14548804	Thyroid-Ep	chr9:138170623-138170680	5CpGs	57bp	0.0086	0.839	0.831	0.525	0.484	2.43e-26	U	Intergenic	C9orf62
chr2	206605235	206605573	4051660	4051669	Thyroid-Ep	chr2:206605235-206605573	9CpGs	338bp	0.107	0.918	0.811	0.582	0.483	6.61e-50	U	exon,intron	NRP2
chr3	31152115	31152512	4710807	4710812	Thyroid-Ep	chr3:31152115-31152512	5CpGs	397bp	0.0612	0.906	0.844	0.605	0.483	5.76e-48	U	Intergenic	GADL1
chr15	43779819	43780117	20468753	20468758	Thyroid-Ep	chr15:43779819-43780117	5CpGs	298bp	0.107	0.918	0.81	0.619	0.483	1.33e-51	U	intron	TP53BP1
chr9	8627191	8627709	13480333	13480340	Thyroid-Ep	chr9:8627191-8627709	7CpGs	518bp	0.0623	0.881	0.819	0.543	0.482	1.63e-38	U	intron	PTPRD
chr16	87744906	87745162	22113132	22113143	Thyroid-Ep	chr16:87744906-87745162	11CpGs	256bp	0.216	0.94	0.725	0.6	0.479	3.46e-79	U	exon,intron	KLHDC4
chr7	73574815	73574992	11275956	11275964	Thyroid-Ep	chr7:73574815-73574992	8CpGs	177bp	0.0701	0.9	0.83	0.575	0.477	3.36e-48	U	Intergenic	EIF4H
chr9	133483362	133483604	14451278	14451283	Thyroid-Ep	chr9:133483362-133483604	5CpGs	242bp	0.123	0.903	0.78	0.621	0.475	8.36e-56	U	intron	FUBP3
chr10	20333907	20334347	14873187	14873193	Thyroid-Ep	chr10:20333907-20334347	6CpGs	440bp	0.0454	0.866	0.821	0.554	0.475	1.42e-33	U	intron	PLXDC2
chr2	11774338	11774976	2434329	2434353	Thyroid-Ep	chr2:11774338-11774976	24CpGs	638bp	0.0949	0.919	0.824	0.719	0.474	7.41e-72	U	intron	GREB1
chr10	79808904	79809304	15382949	15382957	Thyroid-Ep	chr10:79808904-79809304	8CpGs	400bp	0.114	0.897	0.783	0.571	0.474	1.08e-46	U	intron	RPS24
chr3	51511221	51512167	4918250	4918255	Thyroid-Ep	chr3:51511221-51512167	5CpGs	946bp	0.125	0.899	0.774	0.598	0.474	1.95e-57	U	intron	VPRBP
chr21	44441320	44441550	26089135	26089142	Thyroid-Ep	chr21:44441320-44441550	7CpGs	230bp	0.109	0.914	0.806	0.592	0.474	5.51e-51	U	exon,intron	PKNOX1
chr15	93150153	93150259	20984189	20984200	Thyroid-Ep	chr15:93150153-93150259	11CpGs	106bp	0.0604	0.922	0.862	0.644	0.472	5.18e-59	U	Intergenic	LOC100144604
chr14	55015561	55015690	19640699	19640704	Thyroid-Ep	chr14:55015561-55015690	5CpGs	129bp	0.0717	0.926	0.854	0.654	0.472	5.48e-57	U	Intergenic	SAMD4A
chr17	80113105	80113225	23309928	23309942	Megakaryocytes	chr17:80113105-80113225	14CpGs	120bp	0.196	0.943	0.747	0.662	0.585	8.71e-290	U	intron	CCDC57
chr3	152872743	152872971	5684816	5684835	Megakaryocytes	chr3:152872743-152872971	19CpGs	228bp	0.326	0.963	0.637	0.599	0.545	0	U	Intergenic	RAP2B
chr16	3188375	3188511	21194046	21194058	Megakaryocytes	chr16:3188375-3188511	12CpGs	136bp	0.037	0.859	0.822	0.656	0.536	7.17e-219	U	exon,intron	ZNF213
chr2	70160128	70160310	2954202	2954209	Megakaryocytes	chr2:70160128-70160310	7CpGs	182bp	0.258	0.953	0.695	0.597	0.534	9.5e-278	U	intron	MXD1
chr10	16857204	16857385	14842154	14842161	Megakaryocytes	chr10:16857204-16857385	7CpGs	181bp	0.115	0.951	0.836	0.74	0.516	1.18e-263	U	intron	RSU1
chr20	55933712	55934039	25655848	25655859	Megakaryocytes	chr20:55933712-55934039	11CpGs	327bp	0.192	0.929	0.737	0.641	0.51	1.04e-263	U	exon	MTRNR2L3
chr19	16629750	16630066	24417541	24417561	Megakaryocytes	chr19:16629750-16630066	20CpGs	316bp	0.311	0.924	0.613	0.552	0.508	5.71e-273	U	exon	CHERP
chr19	5043517	5043774	24183145	24183158	Megakaryocytes	chr19:5043517-5043774	13CpGs	257bp	0.382	0.966	0.584	0.538	0.497	6.46e-319	U	intron	KDM4B
chr2	156120080	156120158	3679602	3679608	Megakaryocytes	chr2:156120080-156120158	6CpGs	78bp	0.0431	0.917	0.874	0.695	0.493	7.85e-236	U	Intergenic	KCNJ3
chr14	73766350	73766667	19813990	19813995	Megakaryocytes	chr14:73766350-73766667	5CpGs	317bp	0.317	0.958	0.641	0.576	0.482	2.59e-284	U	intron	NUMB
chr17	22026487	22026809	22536415	22536424	Megakaryocytes	chr17:22026487-22026809	9CpGs	322bp	0.0588	0.86	0.801	0.589	0.478	9.24e-224	U	Intergenic	MTRNR2L1
chr22	30184833	30185229	26384568	26384586	Megakaryocytes	chr22:30184833-30185229	18CpGs	396bp	0.362	0.941	0.579	0.503	0.477	3.11e-269	U	exon	ASCC2
chr17	22030158	22030356	22536491	22536496	Megakaryocytes	chr17:22030158-22030356	5CpGs	198bp	0.0314	0.873	0.841	0.579	0.469	8.37e-216	U	Intergenic	MTRNR2L1
chr19	55549799	55550019	25009032	25009041	Megakaryocytes	chr19:55549799-55550019	9CpGs	220bp	0.0361	0.608	0.572	0.464	0.464	7.44e-114	U	Intergenic	GP6
chr2	97149180	97149545	3163257	3163267	Megakaryocytes	chr2:97149180-97149545	10CpGs	365bp	0.161	0.943	0.783	0.609	0.463	6.17e-235	U	Intergenic	NEURL3
chr17	22027246	22027441	22536430	22536436	Megakaryocytes	chr17:22027246-22027441	6CpGs	195bp	0.0667	0.879	0.813	0.566	0.455	1.88e-212	U	Intergenic	MTRNR2L1
chr1	172082548	172082701	1586906	1586913	Megakaryocytes	chr1:172082548-172082701	7CpGs	153bp	0.176	0.94	0.763	0.57	0.439	1.67e-231	U	intron	DNM3
chr14	35835292	35835406	19504093	19504099	Megakaryocytes	chr14:35835292-35835406	6CpGs	114bp	0.143	0.918	0.775	0.584	0.439	2.21e-220	U	Intergenic	NFKBIA
chr6	32343222	32343355	9414717	9414722	Megakaryocytes	chr6:32343222-32343355	5CpGs	133bp	0.0625	0.603	0.541	0.438	0.438	1.23e-111	U	Intergenic	C6orf10
chr5	171320075	171320511	8899402	8899410	Megakaryocytes	chr5:171320075-171320511	8CpGs	436bp	0.299	0.945	0.646	0.551	0.436	8.1e-258	U	intron	FBXW11
chr2	128528920	128529315	3467488	3467493	Megakaryocytes	chr2:128528920-128529315	5CpGs	395bp	0.0698	0.951	0.881	0.703	0.43	1.4e-246	U	intron	WDR33
chr8	110401817	110402049	13053268	13053277	Megakaryocytes	chr8:110401817-110402049	9CpGs	232bp	0.179	0.915	0.736	0.557	0.428	6.4e-233	U	intron	PKHD1L1
chr11	70257280	70257335	16692105	16692111	Megakaryocytes	chr11:70257280-70257335	6CpGs	55bp	0.246	0.936	0.691	0.544	0.423	9.8e-225	U	intron	CTTN
chr19	48257955	48258363	24865433	24865453	Megakaryocytes	chr19:48257955-48258363	20CpGs	408bp	0.289	0.912	0.623	0.454	0.421	2.66e-210	U	promoter-TSS	SNORD23
chr4	84219356	84219552	6772188	6772193	Megakaryocytes	chr4:84219356-84219552	5CpGs	196bp	0.0185	0.876	0.857	0.596	0.419	1.27e-190	U	intron	HPSE
chr16	85435730	85435864	22064825	22064834	Megakaryocytes	chr16:85435730-85435864	9CpGs	134bp	0.25	0.939	0.689	0.618	0.417	1.84e-262	U	Intergenic	MIR5093
chr15	48688697	48688937	20511526	20511531	Megakaryocytes	chr15:48688697-48688937	5CpGs	240bp	0.179	0.934	0.756	0.588	0.41	1.9e-224	U	Intergenic	DUT
chr5	133267392	133267738	8555537	8555546	Megakaryocytes	chr5:133267392-133267738	9CpGs	346bp	0.25	0.933	0.683	0.487	0.409	1.19e-224	U	Intergenic	C5orf15
chr8	141348798	141349195	13292501	13292537	Megakaryocytes	chr8:141348798-141349195	36CpGs	397bp	0.161	0.934	0.773	0.552	0.408	7.05e-219	U	intron	TRAPPC9
chr5	176942734	176942782	8979575	8979580	Megakaryocytes	chr5:176942734-176942782	5CpGs	48bp	0.137	0.907	0.769	0.574	0.406	7.65e-208	U	exon	DDX41
chr10	134403702	134403816	15950602	15950609	Megakaryocytes	chr10:134403702-134403816	7CpGs	114bp	0.286	0.957	0.671	0.583	0.404	5.46e-266	U	intron	INPP5A
chr3	193660603	193660800	6001710	6001715	Megakaryocytes	chr3:193660603-193660800	5CpGs	197bp	0	0.882	0.882	0.512	0.4	1.66e-180	U	Intergenic	DPPA2P3
chr13	24439726	24439959	18613240	18613245	Megakaryocytes	chr13:24439726-24439959	5CpGs	233bp	0.205	0.936	0.731	0.498	0.396	1.94e-213	U	intron	MIPEP
chr7	73619172	73619352	11276850	11276858	Megakaryocytes	chr7:73619172-73619352	8CpGs	180bp	0.113	0.627	0.514	0.387	0.387	2.81e-97	U	intron	LAT2
chr2	106761754	106762175	3264414	3264425	Megakaryocytes	chr2:106761754-106762175	11CpGs	421bp	0.286	0.923	0.637	0.465	0.385	2.42e-220	U	intron	UXS1
chr14	61950615	61950867	19700950	19700958	Megakaryocytes	chr14:61950615-61950867	8CpGs	252bp	0.2	0.944	0.744	0.577	0.38	6.47e-240	U	intron	PRKCH
chr4	156385291	156385562	7257567	7257574	Megakaryocytes	chr4:156385291-156385562	7CpGs	271bp	0.157	0.895	0.738	0.507	0.38	2.04e-203	U	Intergenic	MAP9
chr5	159454020	159454432	8802526	8802532	Megakaryocytes	chr5:159454020-159454432	6CpGs	412bp	0.341	0.939	0.598	0.419	0.377	2.99e-226	U	intron	TTC1
chr4	74856705	74857117	6701541	6701549	Megakaryocytes	chr4:74856705-74857117	8CpGs	412bp	0.14	0.899	0.759	0.556	0.374	1.2e-200	U	Intergenic	PPBP
chr2	107462454	107462666	3272040	3272049	Megakaryocytes	chr2:107462454-107462666	9CpGs	212bp	0.3	0.925	0.625	0.48	0.372	9.74e-227	U	intron	ST6GAL2
chr17	22029795	22029875	22536484	22536489	Megakaryocytes	chr17:22029795-22029875	5CpGs	80bp	0.129	0.897	0.768	0.57	0.371	8.67e-219	U	Intergenic	MTRNR2L1
chr18	67136879	67136996	23884847	23884856	Megakaryocytes	chr18:67136879-67136996	9CpGs	117bp	0.333	0.916	0.583	0.478	0.365	6.22e-231	U	intron	DOK6
chr3	122114008	122114341	5414321	5414326	Megakaryocytes	chr3:122114008-122114341	5CpGs	333bp	0.136	0.934	0.797	0.619	0.364	5.47e-225	U	intron	FAM162A
chr6	107383305	107383641	9958686	9958691	Megakaryocytes	chr6:107383305-107383641	5CpGs	336bp	0.127	0.621	0.494	0.373	0.359	1.32e-96	U	intron	C6orf203
chr7	151150639	151150825	11968545	11968551	Megakaryocytes	chr7:151150639-151150825	6CpGs	186bp	0.121	0.86	0.739	0.566	0.359	1.2e-198	U	Intergenic	CRYGN
chr17	22030503	22030598	22536497	22536502	Megakaryocytes	chr17:22030503-22030598	5CpGs	95bp	0.223	0.907	0.685	0.477	0.358	5.02e-211	U	Intergenic	MTRNR2L1
chr6	23303428	23303477	9305145	9305152	Megakaryocytes	chr6:23303428-23303477	7CpGs	49bp	0.316	0.938	0.622	0.469	0.351	5.35e-225	U	Intergenic	HDGFL1
chr11	44069267	44069730	16386310	16386318	Megakaryocytes	chr11:44069267-44069730	8CpGs	463bp	0.108	0.829	0.721	0.399	0.347	1.17e-174	U	promoter-TSS	ACCSL
chr13	114820988	114821223	19348491	19348503	Megakaryocytes	chr13:114820988-114821223	12CpGs	235bp	0.218	0.919	0.7	0.548	0.347	6.53e-220	U	intron	RASA3
chr18	74069459	74069562	23946600	23946606	Megakaryocytes	chr18:74069459-74069562	6CpGs	103bp	0.323	0.923	0.6	0.431	0.346	8.72e-217	U	TTS	ZNF516
chr13	99214640	99215043	19166888	19166901	Megakaryocytes	chr13:99214640-99215043	13CpGs	403bp	0.381	0.935	0.554	0.419	0.345	1.51e-230	U	intron	STK24
chr5	132595560	132595873	8548571	8548579	Megakaryocytes	chr5:132595560-132595873	8CpGs	313bp	0.121	0.892	0.771	0.438	0.342	4.8e-181	U	intron	FSTL4
chr7	72976783	72976958	11264287	11264295	Megakaryocytes	chr7:72976783-72976958	8CpGs	175bp	0.158	0.624	0.466	0.342	0.342	5.44e-91	U	Intergenic	BCL7B
chr15	93317877	93318076	20986583	20986590	Megakaryocytes	chr15:93317877-93318076	7CpGs	199bp	0.25	0.931	0.681	0.459	0.338	9.7e-211	U	Intergenic	ASB9P1
chr12	125522825	125523141	18424652	18424657	Megakaryocytes	chr12:125522825-125523141	5CpGs	316bp	0.162	0.88	0.718	0.433	0.338	3.1e-185	U	Intergenic	AACS
chr17	74473802	74474000	23174052	23174064	Megakaryocytes	chr17:74473802-74474000	12CpGs	198bp	0.368	0.929	0.56	0.452	0.337	2.8e-234	U	exon,intron	RHBDF2
chr11	77282835	77283023	16781618	16781623	Megakaryocytes	chr11:77282835-77283023	5CpGs	188bp	0.0909	0.853	0.762	0.397	0.337	1.44e-154	U	Intergenic	AQP11
chr14	73137837	73138007	19804830	19804846	Megakaryocytes	chr14:73137837-73138007	16CpGs	170bp	0.36	0.927	0.567	0.476	0.334	9.03e-238	U	exon	DPF3
chr6	16216228	16216273	9237599	9237604	Megakaryocytes	chr6:16216228-16216273	5CpGs	45bp	0.167	0.937	0.77	0.601	0.333	1.22e-227	U	Intergenic	GMPR
chr2	242946869	242946997	4445771	4445778	Megakaryocytes	chr2:242946869-242946997	7CpGs	128bp	0.161	0.83	0.669	0.418	0.333	1.25e-181	U	Intergenic	LOC728323
chr17	22018960	22019087	22536291	22536296	Megakaryocytes	chr17:22018960-22019087	5CpGs	127bp	0.0392	0.856	0.817	0.561	0.329	4.56e-198	U	Intergenic	MTRNR2L1
chr7	152559014	152559164	11990181	11990193	Megakaryocytes	chr7:152559014-152559164	12CpGs	150bp	0.116	0.907	0.791	0.521	0.327	1.11e-195	U	Intergenic	ACTR3B
chr20	35494779	35494988	25413109	25413116	Megakaryocytes	chr20:35494779-35494988	7CpGs	209bp	0.294	0.914	0.62	0.487	0.325	1.08e-215	U	Intergenic	SOGA1
chr17	25730378	25730676	22542949	22542954	Megakaryocytes	chr17:25730378-25730676	5CpGs	298bp	0.175	0.899	0.724	0.422	0.325	8.91e-188	U	Intergenic	TBC1D3P5
chr2	1983439	1983525	2316207	2316216	Megakaryocytes	chr2:1983439-1983525	9CpGs	86bp	0.355	0.928	0.573	0.354	0.324	5.87e-199	U	exon	MYT1L
chr3	194887657	194888042	6021012	6021025	Megakaryocytes	chr3:194887657-194888042	13CpGs	385bp	0.262	0.957	0.695	0.609	0.323	5.16e-250	U	intron	XXYLT1
chr6	5425144	5425250	9124078	9124083	Megakaryocytes	chr6:5425144-5425250	5CpGs	106bp	0.0385	0.899	0.86	0.487	0.318	9.47e-180	U	intron	FARS2
chr18	57563740	57564032	23815405	23815412	Megakaryocytes	chr18:57563740-57564032	7CpGs	292bp	0.281	0.874	0.593	0.404	0.317	2.01e-186	U	Intergenic	PMAIP1
chr14	89707203	89707520	19951614	19951620	Megakaryocytes	chr14:89707203-89707520	6CpGs	317bp	0.283	0.939	0.656	0.456	0.317	1.25e-204	U	intron	FOXN3
chr2	143403010	143403154	3596491	3596497	Megakaryocytes	chr2:143403010-143403154	6CpGs	144bp	0.0759	0.895	0.819	0.444	0.312	1.84e-184	U	Intergenic	KYNU
chr9	111035542	111035717	14192165	14192170	Megakaryocytes	chr9:111035542-111035717	5CpGs	175bp	0.113	0.889	0.776	0.434	0.312	4.49e-188	U	Intergenic	ACTL7B
chr2	239023304	239023500	4367329	4367336	Megakaryocytes	chr2:239023304-239023500	7CpGs	196bp	0.18	0.886	0.706	0.479	0.311	9.48e-187	U	intron	ESPNL
chr9	33658858	33659024	13655290	13655298	Megakaryocytes	chr9:33658858-33659024	8CpGs	166bp	0.0471	0.871	0.824	0.577	0.31	6.96e-200	U	Intergenic	PTENP1
chr14	105167622	105167801	20173078	20173091	Megakaryocytes	chr14:105167622-105167801	13CpGs	179bp	0.277	0.945	0.668	0.533	0.309	5.12e-232	U	exon	INF2
chr16	84886914	84887066	22051899	22051908	Megakaryocytes	chr16:84886914-84887066	9CpGs	152bp	0.194	0.905	0.71	0.517	0.308	5.83e-204	U	intron	CRISPLD2
chr16	3840862	3841158	21207607	21207613	Megakaryocytes	chr16:3840862-3841158	6CpGs	296bp	0.176	0.881	0.704	0.379	0.302	1.54e-180	U	intron	CREBBP
chr6	130004407	130004512	10121264	10121270	Megakaryocytes	chr6:130004407-130004512	6CpGs	105bp	0.343	0.928	0.585	0.412	0.3	8.23e-208	U	intron	ARHGAP18
chr19	10415453	10415940	24291347	24291358	Megakaryocytes	chr19:10415453-10415940	11CpGs	487bp	0.234	0.865	0.631	0.355	0.299	1.41e-169	U	TTS,exon,intron	ZGLP1
chr12	5958960	5959304	17352683	17352692	Megakaryocytes	chr12:5958960-5959304	9CpGs	344bp	0.174	0.903	0.729	0.47	0.295	6.37e-200	U	intron	ANO2
chr7	1603706	1603942	10577975	10577989	Megakaryocytes	chr7:1603706-1603942	14CpGs	236bp	0.23	0.892	0.662	0.382	0.295	3.81e-177	U	Intergenic	PSMG3
chr14	55223075	55223345	19642843	19642848	Megakaryocytes	chr14:55223075-55223345	5CpGs	270bp	0.105	0.878	0.773	0.611	0.291	2.58e-203	U	intron	SAMD4A
chr6	24649726	24649865	9315722	9315729	Megakaryocytes	chr6:24649726-24649865	7CpGs	139bp	0.392	0.936	0.544	0.418	0.289	3.89e-227	U	TTS	TDP2
chr18	77241250	77241336	23999464	23999470	Megakaryocytes	chr18:77241250-77241336	6CpGs	86bp	0.302	0.919	0.617	0.417	0.288	8e-195	U	intron	NFATC1
chr7	158518461	158518818	12086515	12086523	Megakaryocytes	chr7:158518461-158518818	8CpGs	357bp	0.309	0.916	0.607	0.45	0.287	2.9e-215	U	Intergenic	NCAPG2
chr1	47702978	47703105	735561	735566	Megakaryocytes	chr1:47702978-47703105	5CpGs	127bp	0.0909	0.843	0.752	0.405	0.287	2.05e-167	U	Intergenic	TAL1
chr12	126169947	126170053	18432563	18432569	Megakaryocytes	chr12:126169947-126170053	6CpGs	106bp	0.214	0.913	0.698	0.475	0.286	6.65e-202	U	Intergenic	LOC400084
chr1	9509791	9510066	196114	196121	Megakaryocytes	chr1:9509791-9510066	7CpGs	275bp	0.116	0.855	0.738	0.389	0.284	7.23e-168	U	Intergenic	SLC25A33
chr17	72343937	72344016	23128162	23128170	Megakaryocytes	chr17:72343937-72344016	8CpGs	79bp	0.324	0.9	0.575	0.372	0.283	1.19e-186	U	exon,intron	KIF19
chr8	37942086	37942426	12510666	12510675	Megakaryocytes	chr8:37942086-37942426	9CpGs	340bp	0.387	0.929	0.542	0.402	0.283	1.79e-215	U	Intergenic	ASH2L
chr18	48624657	48624858	23742528	23742533	Megakaryocytes	chr18:48624657-48624858	5CpGs	201bp	0.27	0.906	0.636	0.368	0.283	2.61e-183	U	Intergenic	SMAD4
chr8	74590312	74590522	12796987	12796992	Megakaryocytes	chr8:74590312-74590522	5CpGs	210bp	0.347	0.91	0.563	0.34	0.282	1.93e-185	U	intron	STAU2
chr9	138692864	138692972	14561139	14561144	Megakaryocytes	chr9:138692864-138692972	5CpGs	108bp	0.283	0.89	0.607	0.374	0.281	2.1e-177	U	Intergenic	KCNT1
chr6	503785	503866	9059312	9059318	Megakaryocytes	chr6:503785-503866	6CpGs	81bp	0.17	0.918	0.748	0.387	0.281	8.38e-175	U	intron	EXOC2
chr12	69513736	69514231	17900194	17900202	Megakaryocytes	chr12:69513736-69514231	8CpGs	495bp	0.177	0.871	0.694	0.415	0.278	4.55e-174	U	Intergenic	CPSF6
chr7	137230659	137230997	11819241	11819261	Megakaryocytes	chr7:137230659-137230997	20CpGs	338bp	0.387	0.906	0.52	0.441	0.276	1.47e-226	U	intron	DGKI
chr2	32157652	32158023	2628740	2628746	Megakaryocytes	chr2:32157652-32158023	6CpGs	371bp	0.0517	0.9	0.848	0.431	0.275	6.85e-168	U	intron	MEMO1
