#chr	start	end	startCpG	endCpG	target	region	lenCpG	bp	tg_mean	bg_mean	delta_means	delta_quants	delta_maxmin	ttest	direction
chr4	14919754	14919836	6466826	6466831	Megakaryocytes	chr4:14919754-14919836	5CpGs	82bp	0.214	0.919	0.705	0.46	0.273	3.22e-200	U
chr9	135801018	135801126	14965100	14965105	Megakaryocytes	chr9:135801018-135801126	5CpGs	108bp	0.283	0.881	0.598	0.367	0.273	2.08e-177	U
chr16	85033855	85034532	22741543	22741552	Megakaryocytes	chr16:85033855-85034532	9CpGs	677bp	0.308	0.925	0.617	0.47	0.271	5.04e-214	U
chr9	116427671	116428248	14671988	14671993	Megakaryocytes	chr9:116427671-116428248	5CpGs	577bp	0.278	0.88	0.602	0.379	0.271	1.87e-181	U
chr17	22529516	22529589	23233139	23233145	Megakaryocytes	chr17:22529516-22529589	6CpGs	73bp	0.274	0.877	0.604	0.43	0.271	1.63e-201	U
chr9	136708014	136708184	14993746	14993752	Megakaryocytes	chr9:136708014-136708184	6CpGs	170bp	0.0851	0.825	0.74	0.433	0.271	1.17e-162	U
chr10	80431191	80432005	15847844	15847851	Megakaryocytes	chr10:80431191-80432005	7CpGs	814bp	0.259	0.862	0.603	0.361	0.27	7.76e-180	U
chr18	79481250	79481336	24856922	24856928	Megakaryocytes	chr18:79481250-79481336	6CpGs	86bp	0.333	0.91	0.577	0.372	0.27	5.15e-190	U
chr8	128072605	128072772	13568670	13568675	Megakaryocytes	chr8:128072605-128072772	5CpGs	167bp	0.0833	0.897	0.814	0.409	0.27	5.64e-167	U
chr3	64027991	64028140	5158384	5158389	Megakaryocytes	chr3:64027991-64028140	5CpGs	149bp	0.178	0.881	0.703	0.518	0.27	1.49e-188	U
chr7	996833	997018	10852405	10852418	Megakaryocytes	chr7:996833-997018	13CpGs	185bp	0.31	0.907	0.596	0.399	0.27	8.67e-195	U
chrX	55182056	55182679	28372738	28372746	Megakaryocytes	chrX:55182056-55182679	8CpGs	623bp	0.195	0.852	0.657	0.424	0.27	2.07e-183	U
chr4	77828717	77828880	6929353	6929358	Megakaryocytes	chr4:77828717-77828880	5CpGs	163bp	0.137	0.865	0.728	0.39	0.269	4.44e-173	U
chr12	69120126	69120451	18425360	18425365	Megakaryocytes	chr12:69120126-69120451	5CpGs	325bp	0.0484	0.866	0.818	0.492	0.268	6.33e-175	U
chr1	162148564	162148979	1601135	1601140	Megakaryocytes	chr1:162148564-162148979	5CpGs	415bp	0.185	0.891	0.706	0.432	0.266	4.3e-181	U
chr11	10731189	10731731	16584261	16584266	Megakaryocytes	chr11:10731189-10731731	5CpGs	542bp	0.136	0.874	0.739	0.559	0.266	6.58e-189	U
chr7	137545913	137546251	12166154	12166174	Megakaryocytes	chr7:137545913-137546251	20CpGs	338bp	0.397	0.899	0.503	0.428	0.265	7.71e-224	U
chr17	19597262	19598257	23190873	23190888	Megakaryocytes	chr17:19597262-19598257	15CpGs	995bp	0.369	0.939	0.57	0.459	0.264	7.23e-224	U
chr3	46903518	46903802	4968671	4968678	Megakaryocytes	chr3:46903518-46903802	7CpGs	284bp	0.17	0.817	0.647	0.325	0.264	9.2e-147	U
chr2	31932583	31932954	2719377	2719383	Megakaryocytes	chr2:31932583-31932954	6CpGs	371bp	0.0656	0.896	0.831	0.43	0.263	4.27e-169	U
chr7	137941272	137941595	12169560	12169567	Megakaryocytes	chr7:137941272-137941595	7CpGs	323bp	0.37	0.921	0.551	0.352	0.263	4.17e-186	U
chr2	226996088	226996442	4349029	4349035	Megakaryocytes	chr2:226996088-226996442	6CpGs	354bp	0.382	0.944	0.562	0.421	0.262	8.71e-230	U
chr11	110113187	110114165	17490197	17490202	Megakaryocytes	chr11:110113187-110114165	5CpGs	978bp	0.1	0.849	0.749	0.411	0.262	4.12e-163	U
chr16	351155	351348	21731386	21731393	Megakaryocytes	chr16:351155-351348	7CpGs	193bp	0.222	0.891	0.668	0.412	0.261	2.56e-185	U
chr20	63508059	63508270	26731516	26731529	Megakaryocytes	chr20:63508059-63508270	13CpGs	211bp	0.211	0.859	0.648	0.377	0.26	6.81e-163	U
chr10	75033406	75033778	15791949	15791960	Megakaryocytes	chr10:75033406-75033778	11CpGs	372bp	0.342	0.927	0.585	0.408	0.26	4.64e-211	U
chr14	102461491	102461755	20725434	20725442	Megakaryocytes	chr14:102461491-102461755	8CpGs	264bp	0.14	0.871	0.731	0.529	0.26	1.8e-192	U
chr17	1936845	1937161	22919300	22919322	Megakaryocytes	chr17:1936845-1937161	22CpGs	316bp	0.236	0.892	0.656	0.455	0.259	3.04e-185	U
chr2	96483874	96484343	3282034	3282041	Megakaryocytes	chr2:96483874-96484343	7CpGs	469bp	0.148	0.893	0.745	0.505	0.258	2.38e-186	U
chr5	100049943	100050586	8582678	8582693	Megakaryocytes	chr5:100049943-100050586	15CpGs	643bp	0.0201	0.844	0.824	0.57	0.257	1.99e-196	U
chr7	117086428	117086779	12005732	12005737	Megakaryocytes	chr7:117086428-117086779	5CpGs	351bp	0.269	0.922	0.653	0.433	0.256	6.71e-191	U
chr3	100026106	100027114	5432736	5432749	Megakaryocytes	chr3:100026106-100027114	13CpGs	1008bp	0.37	0.919	0.549	0.379	0.256	5.02e-203	U
chr4	2712435	2712595	6304746	6304753	Megakaryocytes	chr4:2712435-2712595	7CpGs	160bp	0.105	0.811	0.706	0.356	0.256	4.98e-143	U
chr7	132558780	132559194	12126595	12126601	Megakaryocytes	chr7:132558780-132559194	6CpGs	414bp	0.0563	0.8	0.743	0.525	0.255	9.32e-175	U
chr2	27053635	27053948	2668681	2668686	Megakaryocytes	chr2:27053635-27053948	5CpGs	313bp	0.281	0.83	0.549	0.335	0.253	4.4e-158	U
chr3	107367088	107367212	5479467	5479472	Megakaryocytes	chr3:107367088-107367212	5CpGs	124bp	0.152	0.885	0.733	0.414	0.253	3.56e-181	U
chr14	81017671	81017916	20495224	20495229	Megakaryocytes	chr14:81017671-81017916	5CpGs	245bp	0.36	0.897	0.537	0.41	0.252	1.53e-198	U
chr2	241958793	241959072	4563927	4563937	Megakaryocytes	chr2:241958793-241959072	10CpGs	279bp	0.174	0.897	0.723	0.407	0.251	6.53e-179	U
chr5	135376561	135376636	8833209	8833214	Megakaryocytes	chr5:135376561-135376636	5CpGs	75bp	0.278	0.886	0.608	0.373	0.251	7.1e-180	U
chr22	40611218	40611537	27645866	27645871	Megakaryocytes	chr22:40611218-40611537	5CpGs	319bp	0.342	0.889	0.547	0.316	0.251	1e-175	U
chr7	142667297	142667543	12222959	12222965	Megakaryocytes	chr7:142667297-142667543	6CpGs	246bp	0.113	0.84	0.726	0.455	0.25	3.95e-166	U
chr1	8092471	8092631	175009	175014	Megakaryocytes	chr1:8092471-8092631	5CpGs	160bp	0.246	0.906	0.661	0.389	0.249	2.59e-187	U
chr10	43779251	43779513	15525510	15525517	Megakaryocytes	chr10:43779251-43779513	7CpGs	262bp	0.377	0.903	0.526	0.364	0.249	1.88e-194	U
chr3	16908437	16909004	4735066	4735072	Megakaryocytes	chr3:16908437-16909004	6CpGs	567bp	0.192	0.884	0.692	0.445	0.248	5.11e-181	U
chr3	186881902	186882090	6113978	6113983	Megakaryocytes	chr3:186881902-186882090	5CpGs	188bp	0.273	0.869	0.596	0.293	0.247	8.72e-160	U
chr12	604552	604910	17770892	17770902	Megakaryocytes	chr12:604552-604910	10CpGs	358bp	0.386	0.897	0.511	0.3	0.247	2.86e-173	U
chr17	22529112	22529289	23233131	23233136	Megakaryocytes	chr17:22529112-22529289	5CpGs	177bp	0.183	0.811	0.628	0.384	0.247	3.73e-167	U
chr7	142665948	142666451	12222945	12222952	Megakaryocytes	chr7:142665948-142666451	7CpGs	503bp	0.265	0.918	0.652	0.491	0.247	8.76e-210	U
chr6	13284827	13285391	9462208	9462216	Megakaryocytes	chr6:13284827-13285391	8CpGs	564bp	0.143	0.899	0.756	0.469	0.246	5.83e-191	U
chr15	59142514	59143157	21239627	21239638	Megakaryocytes	chr15:59142514-59143157	11CpGs	643bp	0.38	0.92	0.539	0.47	0.245	3.25e-227	U
chr2	233164123	233164225	4418375	4418380	Megakaryocytes	chr2:233164123-233164225	5CpGs	102bp	0.24	0.876	0.636	0.304	0.245	8.21e-170	U
chr4	85961249	85961786	6988433	6988438	Megakaryocytes	chr4:85961249-85961786	5CpGs	537bp	0.254	0.886	0.631	0.382	0.244	5.84e-176	U
chr16	30486197	30486325	22198697	22198702	Megakaryocytes	chr16:30486197-30486325	5CpGs	128bp	0.294	0.883	0.589	0.368	0.243	3.95e-175	U
chr9	112865795	112867139	14637242	14637251	Megakaryocytes	chr9:112865795-112867139	9CpGs	1344bp	0.327	0.917	0.589	0.333	0.243	1.18e-184	U
chr2	215318174	215318528	4240720	4240725	Megakaryocytes	chr2:215318174-215318528	5CpGs	354bp	0.182	0.855	0.673	0.426	0.242	2.95e-174	U
chr15	31028644	31028930	20974176	20974184	Megakaryocytes	chr15:31028644-31028930	8CpGs	286bp	0.0879	0.875	0.787	0.558	0.241	5.18e-181	U
chr8	102599970	102600329	13386080	13386091	Megakaryocytes	chr8:102599970-102600329	11CpGs	359bp	0.207	0.933	0.726	0.554	0.241	5.19e-216	U
chr7	128056949	128057679	12072030	12072043	Megakaryocytes	chr7:128056949-128057679	13CpGs	730bp	0.226	0.902	0.676	0.447	0.24	1.38e-192	U
chr3	93969887	93970979	5397519	5397528	Megakaryocytes	chr3:93969887-93970979	9CpGs	1092bp	0.4	0.932	0.532	0.447	0.24	1.36e-221	U
chr11	596363	596672	16443381	16443392	Megakaryocytes	chr11:596363-596672	11CpGs	309bp	0.25	0.858	0.608	0.307	0.239	1.09e-153	U
chr18	62448149	62448375	24691304	24691309	Megakaryocytes	chr18:62448149-62448375	5CpGs	226bp	0.203	0.886	0.683	0.325	0.239	1.34e-167	U
chr16	22075384	22075569	22082467	22082475	Megakaryocytes	chr16:22075384-22075569	8CpGs	185bp	0.246	0.884	0.639	0.425	0.239	2.7e-179	U
chr9	136268252	136268405	14978687	14978692	Megakaryocytes	chr9:136268252-136268405	5CpGs	153bp	0.16	0.776	0.616	0.367	0.238	5.47e-150	U
chr14	50997094	50997501	20211015	20211022	Megakaryocytes	chr14:50997094-50997501	7CpGs	407bp	0.348	0.892	0.544	0.354	0.236	5.75e-180	U
chr11	62369495	62369605	17020750	17020755	Megakaryocytes	chr11:62369495-62369605	5CpGs	110bp	0.306	0.918	0.613	0.359	0.235	2.13e-183	U
chr2	231319733	231320618	4389214	4389220	Megakaryocytes	chr2:231319733-231320618	6CpGs	885bp	0.214	0.838	0.623	0.361	0.235	6.87e-158	U
chr5	139070336	139071117	8868568	8868574	Megakaryocytes	chr5:139070336-139071117	6CpGs	781bp	0.329	0.894	0.565	0.374	0.234	5.88e-188	U
chr4	6679478	6680476	6370352	6370366	Megakaryocytes	chr4:6679478-6680476	14CpGs	998bp	0.262	0.932	0.67	0.562	0.234	9.63e-240	U
chr2	116751967	116752196	3485349	3485360	Megakaryocytes	chr2:116751967-116752196	11CpGs	229bp	0.312	0.913	0.601	0.421	0.234	1.49e-201	U
chr2	25491457	25491625	2646699	2646704	Megakaryocytes	chr2:25491457-25491625	5CpGs	168bp	0.107	0.874	0.767	0.358	0.234	1.19e-153	U
chr4	7798236	7798377	6392391	6392396	Megakaryocytes	chr4:7798236-7798377	5CpGs	141bp	0.375	0.893	0.518	0.292	0.233	2.14e-171	U
chr7	57189104	57189208	11415222	11415227	Megakaryocytes	chr7:57189104-57189208	5CpGs	104bp	0.386	0.931	0.545	0.385	0.232	3.36e-212	U
chr7	134308510	134309205	12140810	12140818	Megakaryocytes	chr7:134308510-134309205	8CpGs	695bp	0.297	0.899	0.602	0.349	0.231	1.6e-190	U
chr17	19600935	19601185	23190923	23190931	Megakaryocytes	chr17:19600935-19601185	8CpGs	250bp	0.373	0.886	0.513	0.349	0.231	7.06e-195	U
chr20	58269231	58269399	26630762	26630768	Megakaryocytes	chr20:58269231-58269399	6CpGs	168bp	0.233	0.87	0.637	0.293	0.231	2.1e-162	U
chr13	79410795	79410970	19599953	19599958	Megakaryocytes	chr13:79410795-79410970	5CpGs	175bp	0.367	0.928	0.561	0.389	0.23	1.61e-200	U
chr18	35250797	35251117	24474014	24474019	Megakaryocytes	chr18:35250797-35251117	5CpGs	320bp	0.333	0.895	0.561	0.379	0.23	3e-189	U
chr1	169301323	169302024	1656920	1656925	Megakaryocytes	chr1:169301323-169302024	5CpGs	701bp	0.371	0.913	0.542	0.296	0.229	1.43e-184	U
chr11	83132839	83132911	17309749	17309757	Prostate-Ep	chr11:83132839-83132911	8CpGs	72bp	0.259	0.932	0.673	0.445	0.361	4.66e-66	U
chr8	902993	903136	12459614	12459623	Prostate-Ep	chr8:902993-903136	9CpGs	143bp	0.173	0.878	0.705	0.447	0.352	3.48e-43	U
chr4	3401409	3401806	6318065	6318082	Prostate-Ep	chr4:3401409-3401806	17CpGs	397bp	0.205	0.931	0.726	0.562	0.344	3.3e-82	U
chr6	720637	720836	9320780	9320785	Prostate-Ep	chr6:720637-720836	5CpGs	199bp	0.179	0.897	0.718	0.496	0.292	4.02e-48	U
chr22	32167100	32167535	27518663	27518672	Prostate-Ep	chr22:32167100-32167535	9CpGs	435bp	0.102	0.857	0.755	0.462	0.291	1.22e-37	U
chr2	231748867	231749462	4397840	4397854	Prostate-Ep	chr2:231748867-231749462	14CpGs	595bp	0.346	0.913	0.566	0.323	0.271	7.59e-39	U
chr14	61796823	61797264	20303810	20303816	Prostate-Ep	chr14:61796823-61797264	6CpGs	441bp	0.279	0.893	0.614	0.405	0.27	8.84e-54	U
chr5	59100156	59100575	8278872	8278880	Prostate-Ep	chr5:59100156-59100575	8CpGs	419bp	0.107	0.923	0.817	0.445	0.266	1.08e-45	U
chr7	253893	254159	10828653	10828670	Prostate-Ep	chr7:253893-254159	17CpGs	266bp	0.0812	0.863	0.782	0.428	0.258	8.2e-33	U
chr6	74862765	74863024	10038098	10038104	Prostate-Ep	chr6:74862765-74863024	6CpGs	259bp	0.208	0.925	0.716	0.547	0.257	1.12e-69	U
chr12	39777596	39777731	18150233	18150240	Prostate-Ep	chr12:39777596-39777731	7CpGs	135bp	0.202	0.909	0.708	0.381	0.251	5.36e-43	U
chr15	88042431	88042620	21558639	21558646	Prostate-Ep	chr15:88042431-88042620	7CpGs	189bp	0.175	0.845	0.67	0.391	0.246	6.7e-29	U
chr5	171796344	171796504	9156611	9156617	Prostate-Ep	chr5:171796344-171796504	6CpGs	160bp	0.178	0.894	0.716	0.454	0.244	7.83e-48	U
chr4	99421697	99422036	7076938	7076944	Prostate-Ep	chr4:99421697-99422036	6CpGs	339bp	0.215	0.923	0.707	0.477	0.228	5.41e-63	U
chr1	246488634	246488951	2347322	2347328	Prostate-Ep	chr1:246488634-246488951	6CpGs	317bp	0.319	0.923	0.604	0.36	0.217	4.72e-39	U
chrX	35500407	35500434	28183182	28183187	Prostate-Ep	chrX:35500407-35500434	5CpGs	27bp	0.145	0.888	0.742	0.487	0.213	5.44e-42	U
chr5	175493569	175494013	9203309	9203320	Prostate-Ep	chr5:175493569-175494013	11CpGs	444bp	0.119	0.888	0.77	0.349	0.203	2.17e-26	U
chr7	254175	254388	10828670	10828680	Prostate-Ep	chr7:254175-254388	10CpGs	213bp	0.0968	0.899	0.802	0.468	0.195	6.62e-38	U
chr7	253731	253847	10828644	10828652	Prostate-Ep	chr7:253731-253847	8CpGs	116bp	0.0778	0.854	0.777	0.401	0.194	1.64e-26	U
chr3	193957845	193958028	6170572	6170577	Prostate-Ep	chr3:193957845-193958028	5CpGs	183bp	0.164	0.869	0.705	0.375	0.191	5.42e-25	U
chr2	87539075	87539367	3198355	3198361	Prostate-Ep	chr2:87539075-87539367	6CpGs	292bp	0.235	0.911	0.676	0.424	0.19	4.43e-41	U
chr19	51355396	51355656	25852379	25852384	Prostate-Ep	chr19:51355396-51355656	5CpGs	260bp	0.22	0.849	0.629	0.313	0.177	7.1e-27	U
chr19	32864456	32864717	25507975	25507987	Prostate-Ep	chr19:32864456-32864717	12CpGs	261bp	0.177	0.868	0.691	0.318	0.174	1.2e-30	U
chr11	83132634	83132801	17309739	17309748	Prostate-Ep	chr11:83132634-83132801	9CpGs	167bp	0.0483	0.878	0.83	0.48	0.173	6.6e-30	U
chr11	62101058	62101238	17017435	17017440	Prostate-Ep	chr11:62101058-62101238	5CpGs	180bp	0.183	0.865	0.682	0.345	0.171	5.76e-25	U
chr2	111528141	111528284	3439148	3439154	Prostate-Ep	chr2:111528141-111528284	6CpGs	143bp	0.284	0.87	0.586	0.208	0.17	6.03e-17	U
chr9	16204128	16204162	13908573	13908579	Prostate-Ep	chr9:16204128-16204162	6CpGs	34bp	0.264	0.916	0.652	0.334	0.162	7.03e-41	U
chr7	19700703	19701444	11070904	11070913	Prostate-Ep	chr7:19700703-19701444	9CpGs	741bp	0.285	0.904	0.619	0.373	0.156	1.78e-48	U
chr22	30047182	30047245	27487224	27487231	Prostate-Ep	chr22:30047182-30047245	7CpGs	63bp	0.237	0.883	0.646	0.304	0.142	9.61e-38	U
chr3	149283852	149283991	5824161	5824168	Prostate-Ep	chr3:149283852-149283991	7CpGs	139bp	0.169	0.899	0.73	0.367	0.139	1.59e-34	U
chr13	43348021	43348277	19352525	19352533	Prostate-Ep	chr13:43348021-43348277	8CpGs	256bp	0.308	0.87	0.562	0.324	0.135	1.18e-26	U
chrY	19000495	19001105	29342595	29342602	Prostate-Ep	chrY:19000495-19001105	7CpGs	610bp	0.353	0.876	0.523	0.28	0.134	1.69e-20	U
chr10	16913541	16913938	15249450	15249461	Prostate-Ep	chr10:16913541-16913938	11CpGs	397bp	0.314	0.88	0.567	0.264	0.131	1.5e-25	U
chr10	116301464	116301622	16175475	16175480	Prostate-Ep	chr10:116301464-116301622	5CpGs	158bp	0.259	0.855	0.596	0.252	0.128	7.86e-26	U
chr15	100092315	100092545	21693553	21693561	Prostate-Ep	chr15:100092315-100092545	8CpGs	230bp	0.193	0.892	0.699	0.338	0.124	2.88e-34	U
chr17	1435206	1435675	22905912	22905918	Prostate-Ep	chr17:1435206-1435675	6CpGs	469bp	0.224	0.855	0.632	0.423	0.12	1.7e-29	U
chrX	97620909	97621558	28704872	28704878	Prostate-Ep	chrX:97620909-97621558	6CpGs	649bp	0.233	0.869	0.636	0.29	0.115	8.01e-25	U
chr7	26136689	26137215	11127435	11127442	Prostate-Ep	chr7:26136689-26137215	7CpGs	526bp	0.0965	0.849	0.752	0.472	0.115	4.22e-33	U
chr10	26389003	26389743	15335921	15335926	Prostate-Ep	chr10:26389003-26389743	5CpGs	740bp	0.179	0.9	0.721	0.299	0.115	8.2e-30	U
chr17	48190313	48190404	23609718	23609725	Prostate-Ep	chr17:48190313-48190404	7CpGs	91bp	0.326	0.864	0.539	0.295	0.111	4.53e-26	U
chr3	24045271	24045615	4783493	4783498	Prostate-Ep	chr3:24045271-24045615	5CpGs	344bp	0.107	0.853	0.746	0.396	0.11	1.18e-25	U
chr2	152706395	152706725	3783499	3783504	Prostate-Ep	chr2:152706395-152706725	5CpGs	330bp	0.235	0.894	0.659	0.352	0.11	2.17e-31	U
chr2	22594070	22594755	2611576	2611584	Prostate-Ep	chr2:22594070-22594755	8CpGs	685bp	0.0603	0.873	0.813	0.405	0.11	3.8e-26	U
chr8	2965510	2965833	12498775	12498783	Prostate-Ep	chr8:2965510-2965833	8CpGs	323bp	0.347	0.891	0.543	0.227	0.103	1.21e-24	U
chr10	77777238	77778035	15816445	15816452	Prostate-Ep	chr10:77777238-77778035	7CpGs	797bp	0.321	0.937	0.616	0.381	0.0867	1.03e-38	U
chr18	60875584	60875748	24679414	24679419	Prostate-Ep	chr18:60875584-60875748	5CpGs	164bp	0.143	0.813	0.67	0.285	0.0857	6e-18	U
chr2	176423135	176423372	3962124	3962131	Prostate-Ep	chr2:176423135-176423372	7CpGs	237bp	0.364	0.837	0.473	0.235	0.0825	2.74e-21	U
chr10	7341821	7342357	15139512	15139519	Prostate-Ep	chr10:7341821-7342357	7CpGs	536bp	0.195	0.858	0.663	0.241	0.0807	7.89e-19	U
chr20	40178635	40179017	26409496	26409501	Prostate-Ep	chr20:40178635-40179017	5CpGs	382bp	0.161	0.877	0.716	0.361	0.0797	3.19e-26	U
chr2	178438695	178438887	3977366	3977379	Prostate-Ep	chr2:178438695-178438887	13CpGs	192bp	0.28	0.911	0.631	0.445	0.076	2.48e-42	U
chr1	115611215	115611565	1257876	1257882	Prostate-Ep	chr1:115611215-115611565	6CpGs	350bp	0.132	0.885	0.754	0.499	0.0759	4.51e-34	U
chr10	12274773	12274909	15191732	15191737	Prostate-Ep	chr10:12274773-12274909	5CpGs	136bp	0.265	0.888	0.623	0.236	0.0738	2e-25	U
chr3	150690103	150691038	5835558	5835563	Prostate-Ep	chr3:150690103-150691038	5CpGs	935bp	0.297	0.853	0.556	0.216	0.0711	2.01e-20	U
chr1	53053170	53053562	788428	788433	Prostate-Ep	chr1:53053170-53053562	5CpGs	392bp	0.345	0.945	0.6	0.29	0.0689	9.71e-43	U
chr17	55863103	55863233	23687370	23687375	Prostate-Ep	chr17:55863103-55863233	5CpGs	130bp	0.286	0.906	0.621	0.285	0.0668	1.87e-26	U
chr19	51868854	51869250	25859384	25859394	Prostate-Ep	chr19:51868854-51869250	10CpGs	396bp	0.31	0.892	0.582	0.274	0.0666	1.62e-28	U
chr15	53540957	53541008	21192162	21192168	Prostate-Ep	chr15:53540957-53541008	6CpGs	51bp	0.253	0.868	0.616	0.229	0.0646	9.23e-20	U
chr6	84483933	84484461	10096817	10096824	Prostate-Ep	chr6:84483933-84484461	7CpGs	528bp	0.218	0.905	0.687	0.347	0.0593	9.71e-40	U
chr16	56917775	56917834	22419576	22419582	Prostate-Ep	chr16:56917775-56917834	6CpGs	59bp	0.261	0.896	0.635	0.242	0.0586	1.11e-25	U
chr1	164864417	164864964	1620165	1620170	Prostate-Ep	chr1:164864417-164864964	5CpGs	547bp	0.254	0.853	0.599	0.337	0.0564	1.11e-25	U
chr8	40631409	40631767	12883944	12883949	Prostate-Ep	chr8:40631409-40631767	5CpGs	358bp	0.359	0.86	0.502	0.24	0.0554	8.88e-22	U
chr7	84665054	84665301	11727008	11727013	Prostate-Ep	chr7:84665054-84665301	5CpGs	247bp	0.198	0.868	0.67	0.35	0.0502	7.64e-26	U
chr1	180942536	180942683	1746625	1746632	Prostate-Ep	chr1:180942536-180942683	7CpGs	147bp	0.234	0.881	0.647	0.242	0.0495	1.44e-23	U
chr16	23495586	23496066	22099385	22099390	Prostate-Ep	chr16:23495586-23496066	5CpGs	480bp	0.219	0.921	0.701	0.295	0.0472	2.19e-36	U
chr8	129107707	129107913	13575599	13575604	Prostate-Ep	chr8:129107707-129107913	5CpGs	206bp	0.235	0.88	0.646	0.34	0.0465	1.35e-29	U
chr22	39011840	39012212	27619277	27619286	Prostate-Ep	chr22:39011840-39012212	9CpGs	372bp	0.317	0.902	0.585	0.252	0.0456	3.95e-26	U
chr7	84687841	84688016	11727120	11727125	Prostate-Ep	chr7:84687841-84688016	5CpGs	175bp	0.264	0.879	0.615	0.327	0.0454	4.99e-28	U
chr19	9282724	9282878	25131046	25131053	Prostate-Ep	chr19:9282724-9282878	7CpGs	154bp	0.304	0.878	0.574	0.276	0.0431	3.64e-30	U
chr15	91345436	91345536	21605013	21605018	Prostate-Ep	chr15:91345436-91345536	5CpGs	100bp	0.199	0.876	0.677	0.35	0.0383	2.51e-27	U
chr2	122351993	122352159	3544274	3544285	Prostate-Ep	chr2:122351993-122352159	11CpGs	166bp	0.356	0.888	0.532	0.142	0.0381	1.88e-21	U
chr2	70228885	70229162	3049363	3049368	Prostate-Ep	chr2:70228885-70229162	5CpGs	277bp	0.305	0.896	0.591	0.194	0.0372	9.36e-25	U
chr1	241439805	241440489	2291084	2291091	Prostate-Ep	chr1:241439805-241440489	7CpGs	684bp	0.355	0.832	0.477	0.206	0.0271	1.03e-16	U
chr1	6917658	6917846	156432	156437	Prostate-Ep	chr1:6917658-6917846	5CpGs	188bp	0.283	0.89	0.606	0.331	0.0261	1.36e-26	U
chr17	77683876	77684207	23974956	23974963	Prostate-Ep	chr17:77683876-77684207	7CpGs	331bp	0.138	0.89	0.751	0.358	0.0259	2.2e-31	U
chr10	94619632	94619790	15962697	15962702	Prostate-Ep	chr10:94619632-94619790	5CpGs	158bp	0.333	0.875	0.542	0.1	0.0255	3.84e-16	U
chr5	135573786	135574149	8835831	8835837	Prostate-Ep	chr5:135573786-135574149	6CpGs	363bp	0.282	0.82	0.538	0.179	0.0221	1.81e-14	U
chr3	41932951	41933029	4918132	4918137	Prostate-Ep	chr3:41932951-41933029	5CpGs	78bp	0.241	0.912	0.671	0.27	0.0188	3.54e-29	U
chr10	122022130	122022227	16239765	16239770	Prostate-Ep	chr10:122022130-122022227	5CpGs	97bp	0.228	0.865	0.637	0.195	0.0178	1.3e-19	U
chr18	53439787	53439866	24615328	24615336	Prostate-Ep	chr18:53439787-53439866	8CpGs	79bp	0.261	0.884	0.623	0.251	0.0162	1.17e-25	U
chr4	2630572	2630757	6303513	6303519	Prostate-Ep	chr4:2630572-2630757	6CpGs	185bp	0.237	0.885	0.648	0.217	0.0158	4.98e-21	U
chr1	15078922	15079152	285166	285171	Prostate-Ep	chr1:15078922-15079152	5CpGs	230bp	0.314	0.884	0.57	0.284	0.0148	5.81e-31	U
chrX	11417384	11418133	27988368	27988373	Prostate-Ep	chrX:11417384-11418133	5CpGs	749bp	0.342	0.856	0.514	0.153	0.0146	2.29e-19	U
chr6	53959494	53959671	9894944	9894953	Prostate-Ep	chr6:53959494-53959671	9CpGs	177bp	0.251	0.887	0.636	0.193	0.0123	6.83e-23	U
chr1	64625953	64626451	892224	892231	Prostate-Ep	chr1:64625953-64626451	7CpGs	498bp	0.285	0.869	0.584	0.217	0.0111	2.96e-21	U
chr1	76273632	76274335	967688	967695	Prostate-Ep	chr1:76273632-76274335	7CpGs	703bp	0.255	0.878	0.622	0.221	0.0111	5.51e-21	U
chr15	55117043	55117795	21201690	21201695	Prostate-Ep	chr15:55117043-55117795	5CpGs	752bp	0.31	0.856	0.546	0.234	0.00919	5.08e-22	U
chr5	147721429	147721524	8955312	8955319	Prostate-Ep	chr5:147721429-147721524	7CpGs	95bp	0.352	0.86	0.508	0.153	0.00403	2.43e-17	U
chr22	47665855	47666109	27782562	27782567	Prostate-Ep	chr22:47665855-47666109	5CpGs	254bp	0.195	0.83	0.636	0.251	0.00247	3.17e-19	U
chr1	19262949	19263513	352778	352784	Prostate-Ep	chr1:19262949-19263513	6CpGs	564bp	0.262	0.88	0.618	0.263	0.000438	6.47e-30	U
